name_x,id,episode_id,season_number,episode_number,air_date,name_y,overview,vote_average,vote_count
Star Trek: Deep Space Nine,580,1005872,7,19,1999-04-21,Strange Bedfellows,"Kai Winn gets unknowingly involved with Gul Dukat, disguised as a Bajoran. Tensions are further escalated between Weyoun and Gul Damar as the Dominion gather to sign a peace treaty with the Breen, including certain concessions of unknown territories by the Cardassians.

Ezri and Worf try to escape the Cardassian home world.",7.1,14
Star Trek: Deep Space Nine,580,1005873,7,20,1999-04-28,The Changing Face of Evil,"After the Breen attack Earth there are mixed emotions abound on DS9. Having revealed her secret regarding the Prophets to the disguised Dukat, Kai Winn turns her back on them, only to be convinced by Dukat to embrace the Pah Wraiths. On the home world of Cardassia, Legate Damar mounts a resistance to the Dominion.",7.2,14
Star Trek: Deep Space Nine,580,1005874,7,21,1999-05-05,When It Rains...,"Kira gets sent behind Cardassian lines in an effort to train them in resistance fighting. When Dr. Bashir learns of the deadly disease that Odo is infected with, he's met with barriers when trying to obtain his medical records from Starfleet. Martok gets blindsided by Gowron when he arrives on DS9, announcing that he has assumed command of the Klingon fleet.",6.9,14
Star Trek: Deep Space Nine,580,1005875,7,22,1999-05-12,Tacking Into the Wind,"Odo is affected by the disease threatening to eliminate his race more than he lets on. Kira has to deal with the Cardassian's dislike of her. Even though General Martok sees Chancellor Gowron's move as part of a political vendetta, he does nothing about it.",7.3,14
Star Trek: Deep Space Nine,580,1005876,7,23,1999-05-19,Extreme Measures,Dr. Bashir and Chief O'Brien go to extreme measures to try and track down a cure for Odo.,7.1,15
Star Trek: Deep Space Nine,580,1005877,7,24,1999-05-26,The Dogs of War,"Odo begins his recovery from the deadly disease as Dr. Bashir informs him of Section 31's intentions of wiping out his race. A resistance mission goes bad for Kira and Garak and they end up hiding in the basement of the house that Garak grew up in, where they learned that Legate Damar has apparently become a casualty of war, despite him also hiding with them. Quark is chosen by the Grand Nagas as his successor upon his impending retirement to Risa.",7.1,14
Star Trek: Deep Space Nine,580,1005878,7,25,1999-06-02,What You Leave Behind (1),"Sisko leads, what he hopes will be, a final all-out assault on Cardassia Prime. Kira and Garak mount a suicidal assault on the Cardassian headquarters occupied by the Dominion, who in turn kill innocent women and children village by village in retaliation for the Resistance's attacks.",8.1,15
Star Trek: Deep Space Nine,580,1012582,7,26,1999-06-02,What You Leave Behind (2),"Sisko leads, what he hopes will be, a final all-out assault on Cardassia Prime. Kira and Garak mount a suicidal assault on the Cardassian headquarters occupied by the Dominion, who in turn kill innocent women and children village by village in retaliation for the Resistance's attacks.",9.0,3
Star Trek: The Animated Series,1992,136167,1,1,1973-09-08,Beyond the Farthest Star,"In orbit around a dead star, the Enterprise comes across a huge starship inhabited by a parasitic life form that threatens the entire ship.",7.0,5
Star Trek: The Animated Series,1992,136166,1,2,1973-09-15,Yesteryear,"Upon returning from a mission to scan the Guardian of Forever, Spock discovers that there is no record of him serving in Starfleet and he has been replaced by an Andorian first officer, Thelin. Neither Spock nor anyone else who were on the planet have a memory of the Andorian, while no one on the Enterprise remembers Spock! Computer records indicate Spock died as a youngster during a Vulcan ritual, and that they were scanning the Guardian when it was """"running"""" that period of time. Since Spock didn't go through to save himself, he altered the timeline. The Guardian sends Spock through where he pretends to be a distant cousin. He meets Amanda and Sarek and an embittered young Spock. Young Spock eventually tries to undertake the desert ritual on his own and is almost killed. His pet sehlat saves him at the cost of its own life before Old Spock can show up. The timeline restored, everything is put back to normal.",7.6,5
Star Trek: The Animated Series,1992,136163,1,3,1973-09-22,One of Our Planets Is Missing,The crew of the Enterprise races to find a way to stop a cloud from destroying inhabited planets.,6.3,3
Star Trek: The Animated Series,1992,136165,1,4,1973-09-29,The Lorelei Signal,"Responding to a distress signal from a sector of space where ships disappear every 27.346 years, the male crewman are affected by a signal. Uhura and Chapel are forced to take command when the male crew onboard starting acting enraptured. On the planet's surface, Kirk, Spock, McCoy, and a redshirt are first greeted than captured by the women and given headsets that suck out their energies and cause their bodies to deteriorate as if they were aging. They escape but in their enfeebled condition are trapped in a giant urn filling with rainwater. Uhura leads a landing party that defeat the women readily and find the men. The women's physiology and life-energy requirements are keyed to the planet, and Enterprise agrees to take them to a normal planet. Using the transporter and the original patterns, they restore Kirk and the others.",6.0,3
Star Trek: The Animated Series,1992,136169,1,5,1973-10-06,"More Tribbles, More Troubles","The Enterprise is escorting robot carriers loaded with five-lobed quinto-triticale to Sherman's Planet amidst rumors the Klingons haev a new weapon. The Klingons attack a small scout ship and the Enterprise rescue the single crewman: trader Cyrano Jones. And he has...tribbles. Neither Jones or the Klingons, led by Kirk's """"old friend"""" Captain Koloth, will say why they want him dead. It turns out Jones escaped his sentence on Station K-7 (to clean up every tribble) by finding a tribble predator called a glommer. The Klingons attack the robot ships to stop the shipment and reveal their new weapon: an energy innervator that leaves both ships powerless. Meanwhile, McCoy checks out Jones' tribbles and finds out that the tribbles are safe...sort of. They don't reproduce. They just get bigger...and bigger. When Kirk beams the giant-sized tribbles aboard the Klingon ship, Koloth reveals a state secret: they created the glommer and want it back from Cyrano, who """"acquired"""" it. Kirk obliges but at",7.0,3
Star Trek: The Animated Series,1992,136168,1,6,1973-10-13,The Survivor,"Near the Romulan border the Enterprise discover a one-man ship containing Carter Winston, a missing philanthropist. His fiancee Anne is aboard and the couple are happy to be reunited. But """"Winston"""" transforms into an alien, knocks out Kirk, and takes his place long enough to order the ship into the neutral zone. The alien then takes McCoy's place to tell Anne to forget Winston and misdirect Kirk and Spock. They see through the ruse and realize """"Carter"""" is a Vendorian, from a race of deceitful shapeshifters. It agreed to help the Romulans get hold of Enterprise. An outcast from its own race, it befriended the real Carter before he died and absorbed much of his feelings and emotions. It shapeshifts into a deflector shield to save Anne and the ship. At the end Anne suggests they try and make a go of it.",6.0,2
Star Trek: The Animated Series,1992,136170,1,7,1973-10-20,The Infinite Vulcan,"The Enterprise investigate a seemingly-abandoned planet to discover it's inhabited by a race of plants, the Phylosians. They are then confronted by a giant humanoid, Dr. Keniclius 5, a refugee of the Eugenics Wars. He leads the Phylosians and they capture Spock and send Kirk packing. Keniclius plans to clone Spock as he cloned himself (being the """"fifth"""" generation of the original) and bring peace to the galaxy via conquest. He's helping the Phylosians, a dying race, who are aiding him in return. McCoy whips up some weedkiller and the Enterprise landing party get past the Phylosians only to confront a giant Spock; Keniclius' first of many. But the original is to be sacrificed. Kirk goads the giant Spock into assisting the younger one by drawing on its reflexive actions. The clone-Spock revives the original with a mind meld and Keniclius gives up his dreams of conquest. He and the giant clone-Spock will stay behind to help the Phylosians.",6.3,3
Star Trek: The Animated Series,1992,136171,1,8,1973-10-27,The Magicks of Megas-tu,"While on a mission at the center of the galaxy, the Enterprise are swept through the center of everything and end up in an alien world where all laws of nature and physics fail to work. They are rescued from total system collapse and death by a satyrlike creature named Lucien. He claims to be happy to have them finally come visiting, but preaches caution. Spock deduces that magic actually works in this universe, but the Enterprise crew's experimental use of it attracts the attention of Lucien's people. They came to Earth and practiced magic, but were hated, feared, and driven out. They put the Enterprise crew on trial in a mock Salem but it is actually Lucien they consider at fault. They agree to let the Enterprise go but condemn Lucien to eternal imprisonment. Defending Lucien, Kirk challenges the court ruling and uses magic himself to fend off the Chief Prosecutor. Impressed by Kirk's willingness to die for Lucien, who may have been the inspiration for Lucifer, the Megans send the En",6.0,1
Star Trek: The Animated Series,1992,136173,1,9,1973-11-03,Once Upon a Planet,"Kirk returns to the """"shore leave"""" planet, but it's not as peaceful as it was when they last saw it.",5.5,2
Star Trek: The Animated Series,1992,136178,1,10,1973-11-10,Mudd's Passion,"The Enterprise are sent to check out a conman who is their old friend Harry Mudd. He is trying to sell a fake love potion to miners. Kirk reveals the scheme and """"rescues"""" Harry into protective custody. Mudd tricks Nurse Chapel into trying the love potion on Spock as a distraction to take her hostage and escape by shuttlecraft. Spock and Kirk pursue him to an abandoned planet but not before the potion is distributed into the air system. The potion has a delayed effect and Spock soon becomes enarmored of Christine. Complicating matters, a giant rock creature on the planet attacks and the Enterprise crew are too romantically distracted to rescue them. Kirk manages to use the love potion on the Godzilla-sized creature and it spares them long enough to be rescued. The potion's effects totally reverse and the love-smitten duos hate each other for an equal period of time. Realizing he had the real thing on his hands all along and didn't market it correctly, Harry confesses to his misdeeds.",6.0,2
Star Trek: The Animated Series,1992,136175,1,11,1973-11-17,The Terratin Incident,"While exploring a burnt out supernova the Enterprise track a strange signal with the unrecognized word """"terratin"""". They track it to the single planet orbiting the supernova and are hit with a burst of light from the volcanic planet. The crew and all organic matter begin to shrink while the ship's circuits are fused and the dilithium burned out. Struggling against a ship that they will soon be unable to control, they beam Kirk down to the signal source. The transporter recreates him from the original pattern, restoring him to normal size. The planet is plagued with volcanic activity and has a radiation that when focused causes organic shrinkage. Kirk finds a miniature city just before being beamed back up on automatic. He finds the ship deserted: the city below beamed the Enterprise crew, now at their same size down. The """"shrink attack"""" was the only way they had to contact Enterprise, and they are about to be destroyed by volcanic activity. They were a lost colony: Terra 10 (i.e., """"terr",6.5,2
Star Trek: The Animated Series,1992,136179,1,12,1973-11-24,The Time Trap,"The Enterprise is investigating a """"Bermuda Triangle of Space"""" when pursuit by three Klingon ships forces them into the area. They and the lead ship commanded by Captain Kor disappear and reappear in a mysterious null area of space filled with abandoned ships. They find a concentrated population on one ship and both captains are whisked away to meet with a Council of various aliens who are trapped there. Unable to escape because of the eventual drain of all higher power systems, they have formed a peaceful coalition, the Elysians, and insist the newcomers obey their rules. The Klingons fail in one attempt to escape the area, but Spock determines that the two ships together might succeed if they operate in tandem. Reluctantly Kor agrees but prepares to sabotage efforts. He has his mate plant a bomb during a social party between the two crews. The two ships linked together manage to escape but Scotty and Spock find the bomb and jettison it just before the Klingon ship breaks away and acti",7.0,1
